Pathway,RHL3145,RHL3151,RHL3153,RHL3513,RHL3538,RHL3539,RHL3540,RHL3541,RHL3542,RHL3545,RHL3546,RHL3547,RHL3548,RHL3549,RHL3552,RHL3553,RHL3554,RHL3555,RHL3556,RHL3559,RHL3560,RHL3561,RHL3563,RHL3565,RHL3566,RHL3572,RHL3573,RHL3574,RHL3577,RHL3578,RHL3579,RHL3580,RHL3581,RHL3871,RHL3872,RHL3873,RHL3874,RHL3875,RHL3946,RHL3947,RHL3948,RHL3949,RHL3950,RHL3951,RHL3952,RHL3953,RHL3954,RHL3955,RHL4237,RHL4238,RHL4239,RHL4240,RHL4241,RHL4242,RHL4243,RHL4246,RHL4247,RHL4248,RHL4251,RHL4252,RHL4253,RHL4254,RHL4255,RHL4256,RHL4257,RHL4262,RHL4263,RHL4264,RHL4265,RHL4274,RHL4275,RHL4276,RHL4277,RHL4279,RHL4280,RHL4281,RHL4282,RHL4283,RHL4413,RHL4414,RHL4415,RHL4416,RHL4419,RHL4420,RHL4421,RHL4422,RHL4423,RHL4424,RHL4425,RHL4426,RHL4427,RHL4432,RHL4433,RHL4434,RHL4465,RHL4466,RHL4468,RHL4469,RHL4470,RHL4471,RHL4472,RHL4473,RHL4474
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2,-0.28307992,-0.317558291,-0.284780386,-0.38575189,-0.391692851,-0.495683684,-0.179247504,-0.283958938,-0.247252958,-0.227194822,-0.153418588,0.169894822,-0.007040788,0.007180546,0.444143947,0.4706941,0.25177927,0.386968071,0.391658353,0.615456039,0.5946823,0.522321984,0.518751128,0.237819978,0.005653191,0.115330152,0.015793212,0.059603121,-0.281152525,-0.248349651,-0.234155897,-0.172516082,0.39703369,0.546651339,0.43759773,0.421547473,0.478311948,0.569146271,0.17634682,0.266427734,0.078160414,-0.152478617,0.006821851,-0.081628587,-0.240128829,-0.437007991,-0.550289817,-0.348366333,0.037140492,0.5822894,0.246433755,0.494245426,0.09525253,0.243899404,0.207322646,-0.439479869,-0.370765755,-0.350168903,-0.6079664,-0.515236928,-0.438240524,-0.380983588,-0.502611852,-0.254163119,-0.59186993,-0.35472784,-0.568990161,-0.260874888,-0.131368886,-0.362331726,-0.156504192,-0.13118484,-0.253996668,-0.174525422,-0.248694567,-0.493042655,0.166302306,0.030039256,0.073882985,0.134104904,0.042329473,0.229474122,0.354831875,0.413211025,-0.516781941,-0.407919502,-0.308040846,0.154521906,0.29988169,0.574794511,0.539421837,0.456494907,0.272468541,0.510302205,-0.064760386,-0.352489681,-0.190740921,-0.305157037,-0.461014529,-0.213226549,-0.14262851,-0.067626618,0.175026281
REACTOME_O_LINKED_GLYCOSYLATION,0.23241688,0.245673195,-0.186735119,-0.262640922,0.038302107,0.027445029,-0.154666023,-0.23054009,-0.166464155,-0.199272415,0.022417501,0.047675726,-0.021509651,-0.136678033,0.035126389,0.019675269,-0.083457934,-0.106602858,-0.090859959,0.131065192,0.266998438,0.070215363,0.311030601,-0.046698637,0.077780865,-0.025342522,-0.189342985,-0.216106107,0.258896322,0.249972196,0.300070514,0.170897656,0.081646895,0.254124933,-0.05561945,0.037913004,0.106995262,0.086275564,0.15606133,0.149537806,0.179350108,0.144629921,0.080034744,0.040428144,0.216945308,0.286607725,0.081931986,0.11985002,-0.238579148,-0.206495511,0.323529505,0.437179285,0.197667195,0.366973879,0.292995695,-0.156793837,0.086030992,-0.10867365,-0.295403056,-0.246372315,-0.225705406,-0.289435626,-0.284450708,0.100882193,0.004748128,-0.251279354,-0.148233066,-0.266763013,-0.260288578,-0.083618041,-0.124648364,-0.215269201,-0.138662685,-0.146465554,-0.072744411,-0.227610499,0.325694697,0.231648636,0.066944253,0.038803052,0.102535272,0.25606999,0.026143564,0.126502511,-0.114948467,-0.217515662,-0.152675244,-0.075678714,0.073374166,0.155388344,0.284712379,0.169565221,-0.021959701,0.213393186,-0.132378555,-0.138580746,-0.151933811,-0.134481974,-0.178184133,-0.208315158,-0.17939211,-0.102197052,0.160167581
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS,0.527083116,0.445175612,0.201443606,-0.441307781,0.250655806,-0.176751646,-0.311837357,-0.458562804,-0.365859539,0.206653261,0.388681465,0.444702313,0.314572669,0.136841567,-0.016916363,-0.237298275,-0.344950787,-0.351258088,-0.383049571,0.03267909,0.060669018,0.034352815,0.32295443,-0.515596328,0.12583981,0.09350814,-0.310541645,-0.391061358,0.445130385,0.399866988,0.425292423,0.320689362,0.347429074,0.112137486,-0.446656717,-0.337306851,-0.279489804,-0.245912729,0.086312691,-0.002150046,0.327258868,0.436962868,0.051257381,0.12040516,0.30426652,0.554501208,0.112247252,-0.119485799,-0.053835115,-0.023424252,0.272485547,0.556435515,-0.166026777,0.564210333,0.241242764,-0.546666187,-0.363931226,-0.511904141,0.069443157,-0.408318206,-0.004830795,-0.294473807,-0.427007273,0.384837199,0.237783161,-0.386255065,-0.005954223,-0.33965613,-0.183511038,-0.353910191,-0.358804466,-0.53430437,-0.511526485,-0.228413737,0.127743566,-0.469063244,0.418750067,0.423070001,0.466452979,0.477348241,0.498520897,0.527577032,-0.063234556,0.144424701,0.010280422,-0.237450956,-0.073093433,0.168696678,0.016234547,0.314416352,0.449685434,0.194915023,-0.293752244,0.361305497,-0.005757159,0.277996901,-0.346708493,-0.01989706,-0.237629316,-0.479630003,-0.498142703,-0.548742467,0.060048449
REACTOME_MITOPHAGY,-0.149295423,-0.068995254,-0.415139118,-0.194039065,-0.430598496,-0.481801184,-0.174250522,-0.050798969,-0.061136392,-0.25776804,0.059762868,-0.219178564,-0.061355139,0.171973753,0.490273518,0.492701053,0.462526249,0.508570105,0.493194751,0.046356951,0.177709111,-0.129600046,-0.008076896,0.280410008,-0.191361862,-0.054368405,-0.242152817,-0.212023507,-0.26748722,-0.253845353,-0.04016517,-0.237855716,0.066646494,-0.00037738,-0.031499237,-0.077944228,-0.149372208,-0.005008533,0.044824569,-0.120554422,-0.133136593,-0.102918351,-0.080696532,-0.437002751,-0.46128548,-0.464758161,-0.297464555,-0.239160389,-0.075763671,0.068720763,-0.042320098,-0.07845384,-0.216457759,-0.393395483,-0.164091004,0.213649029,0.351293395,0.171293232,-0.462659045,0.350942001,0.204602877,0.167019296,0.160778076,-0.102994682,-0.432637503,0.029768943,-0.28587655,0.264438273,0.030269544,0.151597062,0.306537692,0.379294175,0.261116996,-0.282181695,-0.308406172,-0.199616599,-0.025969381,0.137070371,0.160401098,0.069847126,-0.007212031,0.127726791,0.147521531,0.03226836,-0.351864571,-0.339864439,-0.320197903,-0.048704468,-0.094907363,-0.107750909,-0.196590158,0.0582626,0.071264029,0.132781522,0.183463557,-0.064179837,0.016968337,-0.198574538,-0.035582713,-0.156660169,0.138579794,0.340969327,0.219777435
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,0.020710364,0.134504028,-0.375326781,-0.367089741,-0.585633363,-0.599426074,-0.224480063,-0.208502931,-0.180625145,-0.255080424,0.344526135,-0.206369217,0.151729455,0.347142056,0.46202148,0.498550589,0.440504629,0.49921409,0.479561081,0.027929461,0.203628557,-0.157840303,0.103144867,0.1312227,-0.288577436,-0.122173144,-0.241496267,-0.170564209,-0.214132036,-0.19687498,0.108941734,-0.129961762,0.089631288,-0.208867715,-0.222664369,-0.258316021,-0.277257764,-0.188744701,-0.013658016,-0.339094861,-0.181870615,-0.184384617,-0.320914416,-0.460417826,-0.466601553,-0.40453896,-0.287702596,-0.229839083,-0.169260801,0.010968662,-0.010207695,-0.085113821,-0.266691389,-0.441943672,-0.259530876,0.332826891,0.345572132,0.194258978,-0.44289696,0.462388123,0.372126209,0.392469402,0.331721295,0.154117458,-0.398038858,-0.080109082,-0.329926275,0.060982816,-0.155172981,0.180755024,0.355814256,0.427069217,0.291156319,-0.03446022,-0.194999852,-0.053188767,-0.143430261,0.105160249,0.256630516,0.022186868,-0.003052417,0.256209975,0.22519206,0.016553726,-0.414969755,-0.374862751,-0.424687396,-0.020524863,-0.158115874,-0.140262611,-0.200119371,0.21932689,0.250109885,0.280997246,0.087173283,0.040154333,0.273440482,-0.065529866,0.00840599,-0.231572838,0.208388644,0.311987936,0.300189726
REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS,-0.188641756,-0.258077632,0.137130448,0.240845482,0.355985858,0.222603923,0.265276949,0.319079794,0.567509815,-0.337057482,-0.159068298,-0.219502105,-0.030539147,-0.152790378,-0.255179096,-0.20042381,-0.385749454,-0.454931274,-0.389344814,0.22753284,-0.157753994,0.040163875,-0.028579661,0.319056577,0.478647348,0.409792973,0.015808148,-0.050225805,-0.215575852,-0.165846947,-0.003750222,0.109361879,-0.005360967,0.425075223,0.239590719,0.452615516,0.331261844,0.420015849,-0.253154038,0.115394704,-0.225836876,-0.190230108,-0.100643542,-0.309315553,0.045399885,-0.144034704,-0.339659445,-0.078831973,0.43701681,0.364225384,0.056915935,0.188285786,0.188530648,0.417601016,0.251713542,-0.5153027,-0.461068264,-0.545001643,-0.001259498,-0.417773994,-0.203044399,-0.333506797,-0.370251232,0.193360533,-0.697826088,-0.417568266,-0.525065942,-0.109372404,0.03493277,-0.617766309,-0.084267616,-0.114528372,-0.109582163,-0.258117104,-0.311943586,-0.572683532,0.287062075,0.174582314,0.064393932,0.316075037,0.351065257,0.006597075,0.012984027,0.071678302,0.269697241,0.133635722,0.151070146,-0.382241274,-0.382150414,-0.136843578,-0.014153245,0.641354861,0.590162928,0.190977765,0.522768707,-0.10082957,-0.199942427,-0.084384877,-0.231112857,-0.239144875,-0.094120618,-0.247799612,-0.171481036
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,-0.070893192,-0.009760429,0.196990945,0.048902797,-0.19389143,-0.121452612,-0.058608731,0.050922237,0.134053791,0.105332418,0.209480468,-0.081184328,0.023717835,0.164201375,0.213540178,0.179511776,0.262077573,0.272399759,0.358390505,0.26405745,0.241542897,0.352497165,0.203644818,0.081229041,-0.163442019,0.007889347,-0.187865882,-0.074520581,-0.123806967,-0.18536926,-0.109692343,-0.181322462,0.202195475,-0.309465482,-0.054080573,-0.157690938,-0.17518548,-0.155450957,-0.039902707,-0.204710589,-0.143776223,-0.261561866,-0.352329887,-0.122811939,-0.075510172,-0.288678778,-0.094619092,-0.167962181,0.151961255,0.192310713,-0.03256441,-0.12576783,0.106787475,0.036600892,0.042719986,-0.166970926,-0.333694705,-0.165877703,-0.205660606,-0.008730798,0.055832474,0.049986504,0.155868733,-0.10566127,-0.560105604,-0.475455843,-0.633233176,-0.242356019,-0.251794183,0.326162031,0.278978757,0.055955524,0.299016865,-0.266798216,-0.459710921,0.07644177,-0.141868189,0.03924094,0.005275968,0.107276852,-0.012117478,-0.039280825,0.119649038,0.108184572,0.094208312,-0.12741837,-0.339430033,0.320808221,0.145862624,0.186786713,0.100158248,0.230069286,0.20368241,0.227239739,0.225273046,-0.166787693,-0.121190801,-0.211051181,0.117583644,-0.083830371,0.158217257,0.081679647,-0.053351015
REACTOME_REGULATED_NECROSIS,-0.023200455,0.104371798,0.149964616,-0.069895267,-0.329916228,-0.295867268,-0.225244125,-0.159086469,0.014318375,0.040580811,0.170569482,-0.200690581,0.181318927,0.173367708,0.149909686,0.189026667,0.251741676,0.20271431,0.211075971,0.342409466,0.345558849,0.302312046,0.324253648,0.070451452,-0.22761516,-0.033484445,-0.217808892,-0.140326598,-0.270541686,-0.312626174,-0.203650911,-0.142947845,0.292604667,-0.147454907,0.005276655,-0.05224712,-0.105667753,-0.006291448,-0.031517354,-0.256914542,-0.130777066,-0.297696877,-0.270783742,-0.117944051,-0.133337816,-0.144125497,-0.0666426,-0.081790177,-0.02932471,0.101274132,-0.13645753,-0.150905395,-0.022259012,-0.079871252,-0.111543908,-0.080696294,-0.223372345,-0.17061792,-0.210065572,-0.031433051,0.078564616,-0.033625796,0.100373572,-0.020850174,-0.520745764,-0.324341029,-0.525235519,-0.095671401,-0.032780946,0.287097955,0.223845119,0.18930357,0.303615703,-0.118009015,-0.351592393,0.140688307,-0.297490139,-0.18356662,0.215297486,0.214363864,0.179414801,0.135190553,0.20943257,0.21153438,-0.025306194,-0.129818424,-0.387025939,0.280711414,0.143232489,0.213384523,0.094382147,0.320926708,0.308446762,0.401038304,0.312374181,-0.288420778,-0.165574197,-0.216380728,0.094228796,-0.055213257,-0.07014411,-0.011271859,-0.159838344
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY,-0.327478798,-0.289442144,-0.364212987,0.406629438,0.324918271,0.261089126,0.371039838,0.279802124,0.375747766,-0.045199724,-0.165462299,-0.007438227,-0.156292624,-0.08483215,0.120498933,0.071744158,0.159845244,0.024130811,0.152123078,0.224888431,0.053092143,0.229275202,-0.08059016,0.183525706,0.302974736,-0.396578902,-0.418490049,-0.420466687,0.173407261,0.039541127,0.193288958,0.34708103,0.288393821,-0.139417496,0.045728398,0.093179776,0.02398312,0.038119197,-0.291179775,-0.123775336,-0.355229806,-0.232165276,-0.312015105,-0.157747877,-0.343453281,-0.161134512,-0.234353838,-0.240232639,0.490847676,0.446974598,0.186353714,0.263845603,0.49169929,0.401335869,0.574989763,0.038027901,0.025979161,-0.134321656,0.159376744,-0.375975879,-0.355849077,-0.26689738,-0.361407362,0.122717593,-0.568153893,-0.373792656,-0.578666096,-0.211306679,-0.148516012,-0.442149595,-0.114308926,-0.115737791,-0.199573994,-0.253497122,-0.245080627,-0.171643309,0.308820893,0.291715621,0.342967268,0.467721305,0.337148217,-0.018396959,0.189481891,0.27769735,0.068649808,-0.065341115,-0.358615801,0.021830954,0.180759006,0.210282724,0.413201492,-0.225958979,-0.4943532,0.266035992,0.002034537,0.026169391,-0.387234997,-0.458394295,-0.173037475,-0.371887565,0.033507739,-0.23475127,0.456255238
REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION,0.011405904,-0.030801702,0.092635815,0.27917465,0.231350297,0.095956538,0.143342774,0.282402024,0.328067843,-0.143055423,-0.264983759,-0.268249845,-0.221457894,-0.16403824,-0.103755721,-0.204718263,-0.035859228,-0.208467498,-0.060742149,0.362265211,0.121956029,0.343049445,-0.167825521,-0.332089451,-0.234703253,0.177583548,0.030295083,-0.010127282,0.251912092,0.142640133,0.36301164,0.18378607,0.085047212,0.048025137,0.073394009,0.211245118,0.041160587,0.243441484,0.238881444,0.366441061,0.134631006,0.297999651,0.46571291,0.057997153,-0.029659412,-0.082501822,-0.075606305,-0.00684807,0.097823826,0.075401938,0.110301284,0.086485247,0.135293623,0.344907084,0.317049753,-0.237413965,-0.333067746,-0.235732304,0.245996547,0.011862387,0.00181738,-0.001694822,-0.218819311,-0.023394532,-0.583088944,-0.50927237,-0.622828811,-0.472545418,-0.394670847,-0.26787475,-0.201080508,-0.303035037,-0.225932972,-0.304786726,-0.360341603,-0.237378561,0.157034676,0.181012289,0.171752432,0.277532066,0.211387266,-0.287381408,-0.156886474,-0.137984745,0.054202007,0.012649289,0.186867897,-0.06338546,-0.090706553,0.019431845,0.198521439,0.033118242,-0.02271914,0.29906139,0.056866842,0.32709736,-0.1962792,-0.197589261,0.213303614,0.035843902,-0.084171622,-0.145704735,-0.101214243
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS,-0.369036693,-0.34600377,-0.137322554,-0.306115561,-0.371498597,-0.337834946,-0.045441669,-0.225702896,-0.264406527,-0.273238816,-0.342373172,-0.096805586,-0.266249951,-0.214135202,-0.271652074,-0.112766265,-0.151286286,-0.276489749,-0.273134336,0.247966902,0.182582738,-0.165648114,-0.080302831,0.048993602,-0.18845518,0.135838082,-0.233669773,-0.192220478,-0.316149299,-0.262799261,-0.270095337,-0.25480832,-0.126319864,0.237504359,0.135993793,0.004581277,-0.043800632,0.118162321,0.192862433,0.364442289,0.302880861,0.262001203,0.414331666,-0.271246056,-0.089614334,-0.19222101,-0.204517656,0.1292513,-0.067106125,-0.176954333,0.298800465,0.352339476,0.102225336,0.237771921,0.246738868,0.011494909,0.05083309,0.233002816,0.200880072,0.081515307,0.079838264,0.042414702,0.137659016,0.321704567,-0.272810143,0.147504632,0.12223167,0.220784444,0.171193108,-0.228233155,0.325903839,0.180184488,0.230023055,-0.216380908,-0.300783409,-0.180752826,-0.027904163,0.065272704,-0.293624969,-0.292710297,-0.181460625,-0.288916882,0.147340988,0.229660475,0.024554402,-0.05421031,0.007389869,-0.339834632,-0.255228996,-0.318633925,-0.302943308,0.395599307,0.454813588,-0.035306943,0.238053386,0.300217794,0.137416726,0.233119668,0.221644538,0.434442814,0.20649126,0.155311258,0.148443088
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,-0.533813742,-0.516868643,-0.277912596,0.473276,0.081477361,0.460005679,0.257364672,0.419311804,0.407526794,-0.171058397,-0.328982731,-0.01233473,-0.440351447,-0.328368272,0.306441625,0.267289036,0.331886223,0.338187355,0.372147792,0.026370248,0.043611157,0.080309181,-0.243983793,0.310304908,0.209764835,-0.244088791,-0.072604601,-0.071669748,-0.366329194,-0.375462839,-0.389759965,-0.382614914,-0.234150279,-0.088728552,0.04226327,-0.017547299,-0.000299048,-0.046678059,-0.164530774,0.278274085,-0.183135057,-0.074761789,0.135200743,0.140397203,-0.168266172,-0.096555006,-0.022354635,-0.046975446,0.188068819,-0.158358531,0.103610307,-0.306227713,0.273816165,0.138114441,0.162547893,0.180201834,0.352540527,-0.004673432,0.063045089,-0.388836092,-0.351529387,-0.232660504,-0.29564811,-0.307477206,-0.581372418,0.138699952,-0.220675134,0.405396604,0.198484233,-0.171060424,0.180245322,-0.037872814,-0.001236682,-0.516682576,-0.432618319,-0.418109675,0.159883707,0.283834911,-0.158778843,0.072903199,-0.233052479,-0.459267507,0.198201815,0.33764527,0.045828038,0.019588002,-0.088406594,0.264805587,0.166067585,0.194119374,0.051100134,-0.029103994,0.039336223,-0.122476904,-0.119355108,-0.055031198,0.003289869,-0.226937549,0.004907481,-0.024597778,0.176881484,-0.060677907,0.211210312
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,-0.456230773,-0.327012816,-0.173721733,0.404957162,-0.004455654,0.40095653,0.184134363,0.366970085,0.23842372,-0.225565406,-0.326051397,-0.165525111,-0.432978064,-0.389820755,0.239931745,0.237596101,0.281424227,0.258257228,0.326178741,-0.041600963,0.068958183,0.005360506,-0.26344389,0.276150241,0.244910971,-0.226804446,-0.018956536,-0.032389612,-0.304403526,-0.29216627,-0.32070766,-0.392478044,-0.292686195,-0.122572864,0.034134264,-0.140712882,-0.118239568,-0.159162007,-0.127699962,0.191963989,-0.117989596,-0.023681564,0.120347404,0.071975434,-0.111723016,-0.013926583,0.192316774,0.004618075,-0.006312286,-0.340598084,-0.195810559,-0.443817176,-0.035995369,-0.180375928,-0.269857778,0.173971262,0.175211329,-0.142637312,0.217643988,-0.151523433,-0.158964905,-0.038048859,-0.059522364,-0.192976087,-0.551617367,0.155712607,-0.137918793,0.342364792,0.167105564,-0.101342941,0.245250809,0.012369944,0.07025225,-0.468900947,-0.378841416,-0.337712832,0.107111739,0.14798232,-0.200679426,0.108766362,-0.222617553,-0.482284428,0.082923783,0.218906449,0.10953142,0.182940462,0.009931347,0.343255019,0.102082805,0.17068931,-0.192463157,0.127690863,0.309426509,-0.208636674,-0.001985875,0.108006473,0.142899117,-0.066137924,0.056737324,0.014873728,0.334319985,0.008861302,0.146234674
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,-0.472714624,-0.438600995,-0.067361231,0.332165369,0.128659654,0.383780505,0.224825616,0.203489063,0.0835766,-0.001345135,-0.302221271,-0.035530071,-0.262866154,-0.261683205,0.219634004,0.229764524,0.118405588,0.259895218,0.269103842,-0.347233603,-0.169819938,-0.127435724,-0.448613836,0.131123661,0.120593058,-0.185489417,-0.047502587,-0.093274419,-0.296425571,-0.350031451,-0.344724884,-0.378749767,-0.34715879,-0.149528685,-0.129170988,-0.170301524,-0.217366405,-0.246337871,0.163020788,0.254592576,0.075847831,-0.009232186,0.22991968,0.1498088,-0.055656368,0.032411858,0.090519297,-0.101907977,0.173177424,-0.283496256,-0.070631848,-0.330889072,0.178343886,-0.113175032,0.160941492,0.186333537,0.202191794,-0.158761867,0.167145725,-0.175124245,-0.186176578,-0.090152937,-0.100309079,-0.11356035,-0.29393429,0.281239662,0.016141405,0.43325176,0.290315399,-0.160225621,0.135815795,-0.025041374,0.067601312,-0.39048862,-0.346875882,-0.265076203,0.093778286,0.27224992,-0.270060041,-0.099370317,-0.286340841,-0.523601838,0.163243752,0.250675279,0.06862243,0.036074195,0.058839471,0.138481726,0.069084689,0.062463969,-0.107373293,-0.173131886,-0.077435122,-0.355001647,-0.095118025,0.124688263,0.014533694,-0.170874962,0.083096289,0.082376771,0.235665167,-0.096654984,0.006006591
REACTOME_MYOGENESIS,0.10696682,-0.054774735,0.144929011,-0.248615415,0.242228973,-0.095862931,0.059991069,-0.045216667,-0.226467186,-0.061038711,0.092198912,0.21455426,0.039859247,0.151558607,-0.182702015,-0.273828451,-0.35761298,-0.288757138,-0.246739292,0.137813112,-0.024040537,-0.04095173,-0.010993073,0.205073872,0.291218345,0.058047646,-0.302692115,-0.181960836,-0.010291883,-0.112211285,-0.220537837,-0.141717663,0.010813938,-0.006040996,-0.32184864,-0.381492465,-0.32193684,-0.22682583,-0.055199906,-0.01145111,-0.041240192,0.108064895,-0.110168429,-0.271998363,0.109970363,0.16531127,0.003421657,-0.168929649,-0.111309252,0.114254409,0.090290289,0.349356452,-0.012927677,0.2077781,0.094894404,-0.502453716,-0.376028154,-0.119950994,0.060206981,0.063817848,0.337511259,0.053605051,-0.032393708,0.219126757,-0.022022061,0.05688629,0.044189857,0.144308003,0.304374062,-0.31360382,-0.19377505,-0.264125968,-0.237439441,-0.167467458,0.063168551,-0.118293875,0.337437263,0.256869221,0.397028596,0.300492368,0.353217742,0.278337043,-0.018084221,0.181404836,0.051784449,0.109180741,0.083238617,0.054068372,-0.236756123,-0.041439091,0.059909558,0.265180677,0.1026337,-0.046098663,0.103887577,0.473795563,0.062056528,0.330954941,0.142795615,0.140770274,-0.295927532,-0.269037574,-0.040848321
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,-0.075692248,0.371653437,0.446253694,-0.280668586,-0.321958854,-0.553379373,-0.216215811,-0.437960178,-0.212140492,0.082358475,0.361467613,-0.159505044,0.36487754,0.196784423,0.211513661,0.085744645,0.263559001,0.150918759,0.188419766,0.419677719,0.513005396,0.443596625,0.424275228,-0.144851083,-0.253150746,0.531211591,0.126518283,0.130742496,-0.196626943,-0.153407845,0.005614287,0.065934312,0.429157698,0.093601492,0.304882971,0.378212566,0.307221892,0.186166401,-0.384682349,-0.398470548,-0.317828525,-0.384758285,-0.24894561,0.150919853,0.176167599,-0.042976954,0.029022199,0.062242761,0.007551641,0.007599018,-0.334521766,-0.144925476,-0.445123231,-0.296286621,-0.415619864,0.064085325,-0.438521766,-0.196240473,0.008449028,-0.034200713,0.142969722,0.242211051,0.092163818,0.28827516,-0.521597405,-0.513315419,-0.550755792,-0.449101886,-0.173947584,-0.129923604,-0.277342249,-0.104070212,-0.143363487,-0.181788855,-0.347770985,0.270777397,-0.374296429,-0.109622544,0.524941048,0.44421615,0.546687034,0.350005384,-0.340790591,-0.285537883,-0.005643522,-0.11241019,-0.367102425,0.242305392,-0.078449796,0.051444707,-0.080565863,0.274258947,0.373551429,0.47652998,0.449913866,-0.198605465,-0.209348083,-0.102244621,0.247612035,0.221202083,-0.047627107,-0.056437717,-0.024569028
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,-0.419012154,-0.408894646,0.184451386,-0.087601958,-0.518738042,-0.188086323,-0.028920409,0.059162271,0.079197886,-0.296084371,-0.033998523,-0.430726159,-0.066203533,0.162081721,0.097157783,-0.010890642,0.067515971,0.001589851,0.077142816,0.06693067,0.059491744,-0.079791038,-0.163058731,0.34559127,-0.005674467,-0.148033545,-0.382356353,-0.186920471,-0.450298972,-0.471516895,-0.383695575,-0.413332338,-0.152642276,0.502015557,0.512910566,0.475470961,0.316847509,0.47451458,0.107386167,0.176430427,0.148092651,-0.212893888,0.01422585,-0.249016187,-0.171593155,-0.385822604,-0.17260304,-0.031669808,-0.070330586,0.347723746,0.497645109,0.501249275,0.398996289,0.433101555,0.391198826,-0.007962632,0.005940112,0.161388726,-0.260843966,-0.033654507,0.019483253,-0.117446142,-0.009459788,-0.32888491,-0.593306627,-0.143950173,-0.494729785,0.176802695,0.200322941,-0.063609507,0.092638843,-0.000569545,0.177394218,-0.034457047,-0.304482052,0.003048698,0.127501201,-0.009500605,-0.370121612,-0.367246621,-0.38099226,-0.343750838,-0.085292762,-0.20581344,-0.045082581,0.049722764,0.025083722,-0.195955205,-0.097570485,-0.088704159,-0.050327592,0.325509642,0.271943736,0.339638212,0.308654553,-0.384466207,-0.028287187,-0.30632658,-0.150029129,-0.100365775,0.051147947,0.335226504,-0.074102088
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,-0.073031976,0.078980307,-0.165849175,0.101937813,-0.19757038,0.259318281,0.013491527,0.03475356,0.401620514,-0.066130889,0.0431382,-0.17945806,0.152020373,0.077958018,0.126160122,0.089084499,-0.006420128,-0.099430208,-0.066517385,0.33395311,0.280227379,-0.055932259,0.229546434,0.046308532,0.209576031,0.292443238,-0.048113766,-0.112871481,-0.126191306,-0.177350517,0.100504229,0.19905622,0.217586721,0.222024266,0.098502853,0.192276222,0.169808445,0.197651734,0.018252784,0.11852332,-0.183006633,-0.061040833,0.03752389,-0.211664072,0.189091417,-0.100702293,-0.373557998,-0.020447118,-0.187217568,-0.198895343,0.112191196,0.249048961,0.003870167,0.258615616,-0.03419465,-0.417065537,-0.298491358,-0.21793575,-0.197495336,-0.386818674,-0.089742305,-0.263359831,-0.349969513,0.01808723,-0.361440322,0.036138222,0.004775579,0.153851494,0.275465922,-0.112466673,-0.067481377,-0.069463036,-0.113524072,-0.161749631,-0.156900354,-0.383867923,0.199233162,-0.122242298,0.193796807,0.235103859,0.256075847,0.308457827,0.112206295,0.112403697,-0.132191008,0.014894249,-0.026363388,-0.137376153,0.029064441,-0.002098074,0.197832655,0.338670603,0.12171159,0.243328443,0.296729603,-0.179268821,-0.190902787,-0.27990581,-0.277821364,-0.386921016,-0.355810775,-0.395154371,-0.266622535
